Year,Firm,ESG controversy score,Environment controversy score,Social controvery score,Governance controversy score,Score - Emission Reduction/Biodiversity Controversies (Inactive),Score - Emission Reduction/Spill/Pollution Controversies (Inactive),Score - Product Innovation/Product Impact Controversies (Inactive),Score - Resource Reduction/Environment Impact Controversy (Inactive),Score - Client Loyalty/Anti-competition Controversy (Inactive),Score - Community/Bribery Corruption Fraud Controversies (Inactive),Score - Community/Critical Countries-Indigenous Controversy (Inactive),Score - Community/Public Health Controversies (Inactive),Score - Diversity and Opportunity/Diversity Controversies (Inactive),Score - Employment Quality/Wages Work Condition Controversy (Inactive),Score - Health & Safety/Health & Safety Controversies (Inactive),Score - Human Rights/Child Labor Controversies (Inactive),Score - Human Rights/Freedom of Association Controversies (Inactive),Score - Human Rights/Human Rights Controversies (Inactive),Score - Product Responsibility/Customer Controversies (Inactive),Score - Product Responsibility/Responsible Mrktg Controversy(Inactive),Score - Product Responsibility/Social Exclusion Controversy (Inactive),Score - Compensation Policy/Compensation Controversies (Inactive),Score - Shareholder Loyalty/Accounting Controversies (Inactive),Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive),Score - Shareholder Rights/Shareholder Controversies (Inactive),mv,mc,tobin,roe,oia,ois,esg_score,esg_binaire,csr_com,csr_report,assets,roa,sg,lev,div,ind,country
2018,ENQUEST,19.92,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,339.52,371922,0.693,-8.3,0.039376121,0.170611762,55.63,0,1,1,4214153,6.84,99.37,51.09,0,50,GB
2013,EPIROC A,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,, , ,,0,,,,,,,  ,229,SE
2014,EPIROC A,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,, , ,,0,,,,,,,  ,229,SE
2015,EPIROC A,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,,0.182968231,0.178627499,,0,,,27983000,,,25.54,  ,229,SE
2016,EPIROC A,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,24.15,0.147990687,0.161833075,,0,,,29637000,11.88,-5.45,26.54,  ,229,SE
2017,EPIROC A,55.18,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,  ,,,20.46,0.225124286,0.193002545,38.67,0,0,0,26954000,16.08,16.01,26.19,  ,229,SE
2018,EPIROC A,58.04,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,  ,101759853,,35.64,0.208946423,0.194358104,67.24,1,1,1,35612000,17.72,22.07,16.24,  ,229,SE
2013,EQUINITI GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,,0.067263236,0.164179104,,0,,,670500,2.88,3.08,121.89,  ,259,GB
2014,EQUINITI GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,,0.04418395,0.117345193,,0,,,776300,4.24,6.41,116.22,  ,259,GB
2015,EQUINITI GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,546375,,,0.052871019,0.116531165,,0,,,813300,2.65,26.24,39.7,  ,259,GB
2016,EQUINITI GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,546.37,585000,0.999,-13.98,0.051944972,0.114479875,,0,,,843200,4.85,3.69,36.67,0,259,GB
2017,EQUINITI GROUP,56.36,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,585.03,1039730,1.015,7.96,0.039631439,0.087909382,40.04,0,0,1,900800,2,6.14,27.92,1.02,259,GB
2018,EQUINITI GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,1039.53,779906,1.327,2.42,0.036709215,0.0742136,,0,,,1073300,2.85,30.67,37.86,1.15,259,GB
2013,EQUINOR,17.46,39.6925, ,52.14,53.21,0,52.18,53.38,0,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,443221.8,467300118,0.613,21.59,0.164805106,0.233451727,79.72,1,1,1,877400000,4.97,-12.05,20.81,4.68,97,NO
2014,EQUINOR,18.58,40.01, ,52.2175,53.67,0.02,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,468731,417018131,0.596,11.22,0.135285054,0.217040211,84.13,1,1,1,973500000,2.53,-1.59,23.79,4.59,97,NO
2015,EQUINOR,4.36,39.7875, ,51.46,53.4,0.01,52.34,53.4,56.89,0,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,418350.3,393073811,0.515,5.75,0.047739488,0.097356544,82.32,1,1,1,948900000,-3.08,-23.32,29.98,5.45,97,NO
2016,EQUINOR,2.5,40.2125, ,51.92,53.13,0,52.16,55.56,58.44,0.02,52.32,52.76,52.76,0,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,394435.5,512251427,0.538,-10.57,0.020786081,0.047890036,82.95,1,1,1,881818648,-2.1,-18.51,30.95,5.87,97,NO
2017,EQUINOR,9.67,39.915, ,52.285,52.99,0,52.06,54.61,59.67,62.6,52.36,52.16,53.57,0,0,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,519207.7,580249193,0.756,-8.1,0.117842982,0.209443833,85.33,1,1,1,892109949,4.42,31.14,26.02,4.55,97,NO
2018,EQUINOR,4.6,39.3225, ,53.725,51.39,54.86,51.04,0,60.98,0.38,51.91,53.15,54.61,0,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,582218.8,611576696,0.791,11.55,0.168125836,0.247151677,85.6,1,1,1,943609923,6.91,27.88,23.56,4.03,97,NO
2013,ERAMET,62.12,39.6925, ,52.14,53.21,0,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,2943.56,1845700,0.514,0.26,-0.018697943,-0.034788109,64.42,1,1,1,5883000,-5.69,-8.27,19.19,2.03,54,FR
2014,ERAMET,63.13,40.01, ,52.2175,53.67,0.02,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,1865.72,2012957,0.424,-14.61,-0.002673797,-0.005203252,61.5,1,1,1,5984000,-1.85,-0.32,22.51,1.85,54,FR
2015,ERAMET,57.49,39.7875, ,51.46,53.4,0.01,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,2030.56,776586,0.474,-6.85,-0.040047347,-0.067330017,71.23,1,1,1,5069000,-11.8,-1.95,26.51,0,54,FR
2016,ERAMET,60.98,40.2125, ,51.92,53.13,0,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,783.02,1500469,0.352,-48.7,0.01412766,0.028650328,62.13,1,1,1,5875000,-1.97,-3.91,40.27,0,54,FR
2017,ERAMET,3.73,26.2625, ,52.285,52.99,0,52.06,0,59.67,62.6,52.36,52.16,53.57,55.04,0,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,1486.95,2622910,0.412,-11.82,0.094237399,0.162698413,62.87,1,1,1,6091000,4.01,21.78,37.5,0,54,FR
2018,ERAMET,, , , ,,,,,,,,,,,,,,,,,,,,,,2629.29,1601732,0.51,11.98,0.092002004,0.147919463,,0,,,5989000,1.33,5.58,34.76,0,54,FR
2013,EREGLI DEMIR CELIK,62.12,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,7570.49,9030000,0.771,5.89,0.100760824,0.14439883,40.47,0,0,1,14016648,8.02,2.2,24.97,3.96,56,TR
2014,EREGLI DEMIR CELIK,63.13,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,9029.99,15610000,0.856,10.87,0.124365661,0.172205974,43.56,0,0,1,15901793,11.75,17.42,21.47,5.78,56,TR
2015,EREGLI DEMIR CELIK,57.49,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,15609.99,10640000,1.076,16.01,0.090159775,0.140830383,43.12,0,0,1,18610683,7.1,,15.99,5.25,56,TR
2016,EREGLI DEMIR CELIK,60.98,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,10639.99,17990000,0.591,9.24,0.083668593,0.169810795,59.85,1,0,1,23617034,7.52,-2.33,16.6,13.16,56,TR
2017,EREGLI DEMIR CELIK,58.81,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,17849.99,35070000,0.75,9.97,0.163076938,0.247696433,63.39,1,0,1,28318112,14.77,60.22,15.86,5.88,56,TR
2018,EREGLI DEMIR CELIK,20.68,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,35069.96,25270000,1.168,20.09,0.178757258,0.277575896,64.59,1,0,1,41714558,16.33,44.09,14.67,4.09,56,TR
2013,ERICSSON B,27.59,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,198118.4,253640059,0.621,4.22,0.085729006,0.098062241,83.97,1,1,1,260087000,4.98,-0.18,11.33,3.84,126,SE
2014,ERICSSON B,6.9,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,238898.6,305845071,0.798,8.56,0.072985968,0.089888281,87.12,1,1,1,280780000,4.64,0.27,8.6,3.5,126,SE
2015,ERICSSON B,61.9,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,287132.6,267942801,0.922,8.02,0.098583966,0.108269885,87.72,1,1,1,271180000,5.27,8.31,9.26,3.18,126,SE
2016,ERICSSON B,1.85,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,250461.3,174889325,0.839,9.25,0.051018389,0.061381442,87.54,1,1,1,267825000,0.87,-9.85,9.96,4.13,126,SE
2017,ERICSSON B,58.87,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,165286.8,176837274,0.567,1.23,-0.053565161,-0.063680124,88.92,1,1,1,239316000,-13.45,-9.57,13.81,6.87,126,SE
2018,ERICSSON B,10.32,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,165448.3,256909619,0.702,-35.37,0.041309561,0.048122255,84.29,1,1,1,245609000,-2.09,4.74,13.49,1.86,126,SE
2013,ERSTE GROUP BANK,19.44, ,46.12,52.14,53.21,,52.18,53.38,0,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,9479.51,10513899,0.287,4.36,0.004368305,0.085262342,43.3,0,1,1,199157127,-0.01,-16.83,25.33,0,102,AT
2014,ERSTE GROUP BANK,18.67, ,50.73,52.2175,53.67,,52.59,53.76,59.29,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,10886.82,7885208,0.28,-0.21,0.001733569,0.037046055,56.33,0,1,1,195985865,0.12,-6.74,23.72,1.58,102,AT
2015,ERSTE GROUP BANK,57.62, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,8267.2,11867203,0.26,-14.66,0.008827005,0.18852945,57.59,0,1,1,199433001,0.49,1.81,22.2,1.04,102,AT
2016,ERSTE GROUP BANK,57.68, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,12425.52,11394272,0.25,8.8,0.01040358,0.245657854,57.87,0,1,1,207993297,1.17,-5.67,20.42,0,102,AT
2017,ERSTE GROUP BANK,57.92, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,12109.61,14774415,0.197,10.57,0.009751045,0.251106066,76.46,1,1,1,220401500,1.07,-2.84,19.74,1.77,102,AT
2018,ERSTE GROUP BANK,61.49, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,15517.93,11870328,0.19,9.75,0.010788717,0.261795331,81.79,1,1,1,236389643,0.78,13.82,21.1,2.77,102,AT
2013,ESSENTRA,58.11,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,1162.6,2020055,2.177,22.21,0.129906334,0.145971683,68.88,1,1,1,896800,8.91,20.3,29.13,2.02,32,GB
2014,ESSENTRA,56.25,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,2020.05,1908174,2.499,15.07,0.129398411,0.144853875,55.09,0,1,1,969100,8.34,8.47,11.35,1.56,32,GB
2015,ESSENTRA,58.14,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,1908.17,2172495,2.036,11.98,0.097429725,0.125307349,50.63,0,1,1,1412300,6.35,26.85,28.61,2.23,32,GB
2016,ESSENTRA,55.68,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,2171.28,1211703,1.807,11.14,0.058598184,0.082724086,52.63,0,1,1,1409600,-1.92,-0.79,31.21,2.28,32,GB
2017,ESSENTRA,59.3,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,1211.7,1392364,1.138,-6.77,0.050109819,0.05996301,57.03,0,1,1,1229300,9.38,2.88,21.77,4.49,32,GB
2018,ESSENTRA,8.7,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,1390.39,900519,1.314,18.67,0.051280013,0.062890016,72.63,1,1,1,1257800,2.67,-0.17,24.75,3.91,32,GB
2013,ESSILORLUXOTTICA,61.7,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,16227.02,16247741,2.424,15.94,0.115338245,0.169990128,59.2,1,1,1,7465000,8.6,1.52,15.71,1.12,103,FR
2014,ESSILORLUXOTTICA,16.33,55.255,46.16923077,52.2175,53.67,61,52.59,53.76,0,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,16565.27,19641914,2.264,15.79,0.070689979,0.132627866,57.81,0,1,1,10638000,10.72,11.94,22.9,1.14,103,FR
2015,ESSILORLUXOTTICA,56.48,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,19966.41,24574259,2.045,18.9,0.100576174,0.176742108,60,1,1,1,11802000,7.21,18.45,20.73,1.01,103,FR
2016,ESSILORLUXOTTICA,56.14,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,24898.88,23237149,2.277,13.26,0.095946363,0.174982431,61.62,1,1,1,12976000,7,5.94,19.71,0.89,103,FR
2017,ESSILORLUXOTTICA,2.31,54.665,44.62846154,52.285,52.99,59,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,23437.36,25033927,1.973,12.16,0.090578212,0.146194927,67.25,1,1,1,12089000,6.78,5.27,17.41,1.03,103,FR
2018,ESSILORLUXOTTICA,56.67,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,25181.14,47137544,2.237,12.13,0.029608343,0.125937587,68.24,1,1,1,45933000,4.12,17.58,8.2,1.3,103,FR
2013,EURAZEO,62.5, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,2390.3,3570658,0.621,-6.25,0.111493587,0.255407883,36.36,0,1,1,12216021,7.53,20.02,44.08,3.16,104,FR
2014,EURAZEO,18.18, ,46.16923077,52.2175,53.67,,52.59,53.76,0,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,3721.04,4025719,0.628,17.05,0.024214915,0.072498343,42.11,0,1,1,12233452,2.55,-23.38,49.46,2.01,104,FR
2015,EURAZEO,56.96, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,4025.72,4287319,0.764,-2.76,0.013385619,0.049621853,52.23,0,1,1,7358868,14.91,,21.26,1.96,104,FR
2016,EURAZEO,57.63, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,4455,3737014,0.675,29.55,0.00788716,0.037419794,58.17,0,1,1,10347324,7.3,9.87,29.78,1.8,104,FR
2017,EURAZEO,57.18, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,3900.18,5329620,0.574,11.58,0.005631225,0.018565543,59.58,1,1,1,11466954,5.59,59.48,29.3,2.04,104,FR
2018,EURAZEO,61.18, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,5566.38,4492858,0.743,9.33,-0.000391215,-0.001072508,58.55,0,1,1,11970401,3.71,26.92,28.47,1.48,104,FR
2013,EUROBANK ERGASIAS,63.17, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,354.44,3024353,0.51,,-0.020101177,-0.540989527,63.07,1,1,1,74523000,-1.44,-38.47,39.31,0,102,GR
2014,EUROBANK ERGASIAS,62.05, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,3024.45,2750141,0.389,-35.05,-0.022310957,-0.558936691,63.65,1,1,1,71624000,-1.15,5.65,33.78,0,102,GR
2015,EUROBANK ERGASIAS,57.62, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,2750.37,2273402,0.329,-26.01,-0.028896265,-0.809873521,63.12,1,1,1,68694000,-1.2,-11.55,43.65,0,102,GR
2016,EUROBANK ERGASIAS,57.68, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,2273.44,1409010,0.426,-21.42,0.00248991,0.063963211,73.09,1,1,1,61448000,0.83,-2.41,35.54,0,102,GR
2017,EUROBANK ERGASIAS,12.24, ,44.62846154,52.285,52.99,,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,1425.27,1856567,0.335,3.99,0.003643284,0.091780822,83.2,1,1,1,55170000,0.72,-4.2,26.45,0,102,GR
2018,EUROBANK ERGASIAS,, , , ,,,,,,,,,,,,,,,,,,,,,,1858.1,1179795,0.249,1.68,0.005313937,0.12923923,,0,,,53068000,0.76,-0.37,21.36,0,102,GR
2013,EUROCASH,64.58,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,6029.57,6601614,1.474,31.95,0.045053455,0.012864858,25.44,0,0,0,4722235,6.16,-0.43,14.4,0.41,88,PL
2014,EUROCASH,65.97,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,6601.61,5269864,1.52,24.99,0.051136473,0.015832083,35.46,0,0,1,5252083,4.93,2.58,17.88,1.89,88,PL
2015,EUROCASH,61.31,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,5268.84,6733222,1.172,18.02,0.056887213,0.01371346,37.63,0,0,1,4897990,5.2,19.77,5.32,2.08,88,PL
2016,EUROCASH,59.89,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,6733.2,5472051,1.423,19.18,0.039980244,0.010250048,43.18,0,0,1,5440312,4.26,4.44,8.93,1.63,88,PL
2017,EUROCASH,22.06,54.665,54.02692308,39.15,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,0,52.06,52.91,5569.41,3683652,1.077,16.51,-0.001359009,-0.000347685,55.84,0,1,1,5953605,0.33,9.67,9.61,2.5,88,PL
2018,EUROCASH,65.53,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,3683.65,2449274,0.683,-3.45,0.01534786,0.004006501,60.64,1,1,1,5960440,2.83,9.51,9.64,2.76,88,PL
2013,EUROCOMMERCIAL DUTCH CERT.,53.06, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,1235.63,1177070,0.88,3.76,0.026933514,0.385555781,34.59,0,0,1,2888743,6.18,3.06,44.55,6.37,161,NL
2014,EUROCOMMERCIAL DUTCH CERT.,51.57, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,1320.03,1524351,0.881,10.81,0.02916812,0.406693596,34.16,0,0,1,2806283,5.36,0.13,41.81,6.22,161,NL
2015,EUROCOMMERCIAL DUTCH CERT.,52.3, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,1504.4,1772566,0.934,7.13,0.027017273,0.428593277,46.48,0,0,1,3111787,6.97,-2.54,37.28,5.52,161,NL
2016,EUROCOMMERCIAL DUTCH CERT.,51.9, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,1920.44,1844787,0.949,13.42,0.025672093,0.438471085,52.02,0,0,1,3550626,7.28,5.98,39.56,4.98,161,NL
2017,EUROCOMMERCIAL DUTCH CERT.,51.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,1830.6,1701389,0.884,11.29,0.025093377,0.453185941,43.72,0,0,1,3857233,7.87,2.74,39.03,5.48,161,NL
2018,EUROCOMMERCIAL DUTCH CERT.,53.23, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,1799.76,1794684,0.847,9.55,0.029564453,0.494773979,51.43,0,0,1,4060552,2.59,13.6,43.04,5.78,161,NL
2013,EUROFINS SCIENTIFIC,, , , ,,,,,,,,,,,,,,,,,,,,,,1758.53,2961906,2.006,23.95,0.110568554,0.132102398,,0,,,1464259,6.76,17.4,56.96,0.65,233,FR
2014,EUROFINS SCIENTIFIC,56.93,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,2924.18,3224103,2.394,22.35,0.102814674,0.134647826,26.34,0,0,0,1846857,6.36,15.07,54.7,0.51,233,FR
2015,EUROFINS SCIENTIFIC,55.9,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,3196.29,4953194,2.18,21.87,0.072146422,0.135549215,31.14,0,0,0,3663813,4.6,38.28,63.05,0.57,233,FR
2016,EUROFINS SCIENTIFIC,54.84,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,4951.45,6855018,1.783,15.77,0.087366857,0.140981579,46.03,0,0,0,4093257,5.49,30.08,48.51,0.41,233,FR
