Year,Firm,ESG controversy score,Environment controversy score,Social controvery score,Governance controversy score,Score - Emission Reduction/Biodiversity Controversies (Inactive),Score - Emission Reduction/Spill/Pollution Controversies (Inactive),Score - Product Innovation/Product Impact Controversies (Inactive),Score - Resource Reduction/Environment Impact Controversy (Inactive),Score - Client Loyalty/Anti-competition Controversy (Inactive),Score - Community/Bribery Corruption Fraud Controversies (Inactive),Score - Community/Critical Countries-Indigenous Controversy (Inactive),Score - Community/Public Health Controversies (Inactive),Score - Diversity and Opportunity/Diversity Controversies (Inactive),Score - Employment Quality/Wages Work Condition Controversy (Inactive),Score - Health & Safety/Health & Safety Controversies (Inactive),Score - Human Rights/Child Labor Controversies (Inactive),Score - Human Rights/Freedom of Association Controversies (Inactive),Score - Human Rights/Human Rights Controversies (Inactive),Score - Product Responsibility/Customer Controversies (Inactive),Score - Product Responsibility/Responsible Mrktg Controversy(Inactive),Score - Product Responsibility/Social Exclusion Controversy (Inactive),Score - Compensation Policy/Compensation Controversies (Inactive),Score - Shareholder Loyalty/Accounting Controversies (Inactive),Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive),Score - Shareholder Rights/Shareholder Controversies (Inactive),mv,mc,tobin,roe,oia,ois,esg_score,esg_binaire,csr_com,csr_report,assets,roa,sg,lev,div,ind,country
2018,ELRINGKLINGER N,67.5,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,1181.85,430848,0.935,8.2,0.025486775,0.0310206,59.1,1,1,1,2067896,2.54,2.1,37.18,2.68,63,DE
2013,EMLAK KONUT GAYRIMENKUL YATOTA.,53.06, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,7800,7844130,0.884,12.44,0.066385658,0.383623792,33.8,0,0,0,13470982,10.28,98.15,5.71,1.52,162,TR
2014,EMLAK KONUT GAYRIMENKUL YATOTA.,51.57, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,7980,10218842,0.235,12.7,0.0412556,0.341871508,43.21,0,0,0,14953485,7.15,-22.59,4.05,3.81,162,TR
2015,EMLAK KONUT GAYRIMENKUL YATOTA.,52.3, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,10526,9567816,0.534,10.91,0.044425066,0.428328934,50.36,0,0,0,17227504,6.23,-0.98,2.58,4.44,162,TR
2016,EMLAK KONUT GAYRIMENKUL YATOTA.,51.9, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,9880,11002988,0.398,10.22,0.087449893,0.47325553,51.9,0,0,0,18702367,10.83,93.41,1.17,3.71,162,TR
2017,EMLAK KONUT GAYRIMENKUL YATOTA.,51.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,11362,10340578,0.459,16.41,0.089658286,0.474054791,47.21,0,0,0,20623660,11,12.87,11.71,3.24,162,TR
2018,EMLAK KONUT GAYRIMENKUL YATOTA.,3.96, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,10678,5519881,0.566,14.09,0.060164363,0.347957388,40.31,0,0,0,22659394,7.85,0.45,15.28,0,162,TR
2013,EMMI AG,63.81,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,1230.46,1463173,0.79,10.75,0.064618118,0.048650742,53.41,0,1,1,2483189,4.96,10.63,26.18,1.48,71,CH
2014,EMMI AG,65.36,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,1463.17,1877783,0.808,9.79,0.066146123,0.048894801,45.22,0,1,1,2516217,3.65,3.21,24.66,1.32,71,CH
2015,EMMI AG,58.43,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,1877.78,2408752,0.937,6.93,0.075720241,0.059873674,52.18,0,1,1,2541302,5.2,-5.58,22.34,1.08,71,CH
2016,EMMI AG,58.93,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,2408.75,3298158,1.091,9.95,0.077464222,0.061686344,64.02,1,1,1,2595069,5.9,1.4,20.87,0.84,71,CH
2017,EMMI AG,59.86,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,3298.27,3752892,1.393,10.62,0.075114541,0.059974188,65.72,1,1,1,2686151,6.43,3.24,22.77,0.79,71,CH
2018,EMMI AG,, , , ,,,,,,,,,,,,,,,,,,,,,,3753.02,3645896,1.569,11.1,0.07566911,0.061500625,,0,,,2810037,8.72,2.77,21.64,0.84,71,CH
2013,EMS-CHEMIE 'N',60.56,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,5037.99,7414322,2.822,23.5,0.214377144,0.196248436,34.57,0,0,1,1725767,18.92,7.4,5.8,3.25,33,CH
2014,EMS-CHEMIE 'N',59.66,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,7414.32,9443320,4.106,26.81,0.233869018,0.215852125,30.23,0,0,1,1819976,19.39,4.6,0.64,2.37,33,CH
2015,EMS-CHEMIE 'N',54.44,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,9443.31,10314561,4.945,27.43,0.254208606,0.248813129,33.89,0,0,1,1864988,20.44,-3.37,0.22,2.72,33,CH
2016,EMS-CHEMIE 'N',58.2,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,10314.55,12099811,5.291,29.16,0.282281269,0.278866969,31.88,0,0,1,1959085,23.5,4.07,0.61,2.72,33,CH
2017,EMS-CHEMIE 'N',57.29,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,12103.81,15214563,5.972,31.94,0.280061985,0.271707319,34.38,0,0,1,2081807,23.87,8.21,0.6,3.67,33,CH
2018,EMS-CHEMIE 'N',, , , ,,,,,,,,,,,,,,,,,,,,,,15214.55,10922676,7.18,31.58,0.290310989,0.268336429,,0,,,2142778,24.63,8.04,0.26,2.61,33,CH
2013,ENAGAS,62.24,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,3853.17,4534757,0.928,18.93,0.091963021,0.513438495,66.54,1,1,1,7138565,6.48,8.35,57.65,6.44,31,ES
2014,ENAGAS,59.8,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,4534.75,6251257,1.164,18.97,0.079036359,0.500578681,65.13,1,1,1,7639446,6.97,-2.17,60.43,6.25,31,ES
2015,ENAGAS,58.26,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,6251.25,6207091,1.352,18.1,0.076229901,0.489256632,73.81,1,1,1,7678483,6.41,-0.81,58.48,4.83,31,ES
2016,ENAGAS,62.4,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,6207.09,5752042,1.365,17.36,0.063350307,0.489441024,73.47,1,1,1,9178377,5.88,-0.7,61.76,5.03,31,ES
2017,ENAGAS,5.94,54.665, ,52.285,52.99,59,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,5840.63,5691243,1.16,17.04,0.070097179,0.492305374,77.26,1,1,1,9552724,6.51,14.49,58.97,5.51,31,ES
2018,ENAGAS,, , , ,,,,,,,,,,,,,,,,,,,,,,5698.58,5629252,1.158,19.08,0.064222443,0.472035901,,0,,,9515770,5.76,-4.82,57.3,5.94,31,ES
2013,ENDESA,59.68,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,17861.15,24668924,0.468,9.85,0.08125401,0.142037625,65.59,1,1,1,54545000,4.09,-3.35,16.07,3.59,169,ES
2014,ENDESA,13.85,40.01, ,52.2175,53.67,0.02,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,24668.93,17522348,0.591,9.16,0.054824785,0.074981406,65.57,1,1,1,29421000,8.23,-0.01,20.68,6.44,169,ES
2015,ENDESA,56.86,39.7875, ,51.46,53.4,0.01,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,17522.34,19613383,0.739,38.91,0.036982725,0.052527305,64.82,1,1,1,27959000,4.22,-8.49,16.74,3.59,169,ES
2016,ENDESA,57.74,40.2125, ,51.92,53.13,0,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,19613.37,21307386,0.844,12.02,0.055749832,0.088876977,71.41,1,1,1,29740000,5.25,-5.23,17.99,4.21,169,ES
2017,ENDESA,59.04,39.915, ,52.285,52.99,0,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,21413.26,18904019,0.875,15.76,0.061950159,0.093070004,71.36,1,1,1,29895000,5.23,6.67,18,6.56,169,ES
2018,ENDESA,59.5,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,18904.01,21312680,0.778,16.08,0.05813496,0.089091,73.91,1,1,1,30498000,5.02,0.01,19.72,7.47,169,ES
2013,ENEA,59.68,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,6943.89,6003619,0.38,6.57,0.048980705,0.086397166,40.54,0,0,1,16140621,4.72,-9.32,5.25,3.05,169,PL
2014,ENEA,60,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,6003.62,6709927,0.31,6.24,0.061774779,0.112455259,36.1,0,0,1,17940833,5.51,7.7,12.38,2.65,169,PL
2015,ENEA,8.82,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,6709.93,4988301,0.43,7.56,0.056082859,0.127401204,39.18,0,0,1,22372201,-1.89,,26.72,3.75,169,PL
2016,ENEA,57.74,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,4988.3,4193704,0.434,-3.84,0.046199266,0.099055694,36.19,0,0,1,24133262,3.69,14.29,27.89,4.16,169,PL
2017,ENEA,59.04,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,4237.84,5076590,0.39,6.44,0.049815129,0.121466665,37.05,0,0,1,27811049,4.42,1.33,29.71,0,169,PL
2018,ENEA,, , , ,,,,,,,,,,,,,,,,,,,,,,5076.59,4370282,0.414,8.18,0.023754448,0.055255639,,0,,,29478353,2.98,11.11,28.28,2.17,169,PL
2013,ENEL,59.68,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,29507.72,29846258,0.584,2.35,0.055114021,0.112648528,78.45,1,1,1,157909000,3.18,-6.28,36.94,8.29,169,IT
2014,ENEL,60,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,29846.25,34754810,0.565,9,0.029511114,0.064218307,80.48,1,1,1,159567000,2.19,-2.78,36.23,4.73,169,IT
2015,ENEL,8.82,54.88, ,51.46,53.4,60.38,52.34,53.4,0,0,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,34754.8,36597869,0.563,1.64,0.04098366,0.086252668,81.08,1,1,1,153793000,2.55,-0.34,34.76,3.52,169,IT
2016,ENEL,57.74,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,36597.86,42578056,0.595,6.78,0.052984268,0.115022448,83.46,1,1,1,148931000,2.86,-6.12,34.76,3.6,169,IT
2017,ENEL,0.85,41.0125, ,52.285,52.99,59,52.06,0,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,42923.7,52155068,0.651,7.38,0.049374694,0.101439502,83.17,1,1,1,149287000,3.74,5.92,34.81,4.03,169,IT
2018,ENEL,2.79,39.3225, ,53.725,51.39,54.86,51.04,0,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,52155.02,51280734,0.721,10.86,0.045112303,0.096917986,83.21,1,1,1,157119000,4.38,0.65,36,4.62,169,IT
2013,ENERGA,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,6596089,0.269,5.96,0.067286916,0.099138272,,0,,,16839470,5.96,2.26,31.37,  ,169,PL
2014,ENERGA,60,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,6596.08,9535966,0.566,9.51,0.081677125,0.137825967,18.47,0,0,1,17871087,6.98,-7.34,32.19,0,169,PL
2015,ENERGA,8.82,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,9535.96,5233808,0.706,11.53,0.07419213,0.124953721,43.55,0,1,1,18196000,5.77,2.02,32.39,4.34,169,PL
2016,ENERGA,57.74,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,5233.8,3768011,0.502,9.49,0.056285792,0.101365288,47.87,0,1,1,18335000,1.76,-5.77,33.54,11.39,169,PL
2017,ENERGA,59.04,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,3809.42,5271074,0.462,1.72,0.056292509,0.110784128,43.7,0,1,1,20731000,5.11,3.47,37.2,5.33,169,PL
2018,ENERGA,, , , ,,,,,,,,,,,,,,,,,,,,,,5271.07,3689338,0.449,8.22,0.042281312,0.08706588,,0,,,21286000,4.71,-1.87,33.75,1.49,169,PL
2013,ENERGEAN OIL & GAS,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,, , ,,0,,,,,,,  ,50,GB
2014,ENERGEAN OIL & GAS,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,,0.002208299,0.011493805,,0,,,133587,,,56.68,  ,50,GB
2015,ENERGEAN OIL & GAS,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,-13.46,-0.049452137,-0.42212807,,0,,,159164,-6.55,-27.35,79.83,  ,50,GB
2016,ENERGEAN OIL & GAS,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,-163.53,-0.021520618,-0.191159548,,0,,,262446,-4.07,58.46,85.37,  ,50,GB
2017,ENERGEAN OIL & GAS,59.48,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,  ,,,,-0.001231014,-0.009401208,41.29,0,1,1,338745,4.93,50.13,19.95,  ,50,GB
2018,ENERGEAN OIL & GAS,64.37,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,  ,962259,,15.97,0.008142184,0.165721524,54.82,0,1,1,1381816,9.95,53.06,8.19,  ,50,GB
2013,ENGIE,65.71,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,37579.75,40349005,0.43,2.59,0.035873142,0.063852184,71,1,1,1,158949000,-4.27,-7.97,25.11,9.63,91,FR
2014,ENGIE,22.86,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,0,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,41247.2,46446545,0.455,-19.37,0.030098889,0.066223924,76.98,1,1,1,164325000,1.92,-15.03,25.49,8.77,91,FR
2015,ENGIE,1.19,41.53, ,51.46,53.4,60.38,52.34,0,56.89,59.57,52.57,0,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,47317.56,39112700,0.468,5.16,0.026528128,0.060501123,73.28,1,1,1,159378000,-2.25,-6.43,25.93,6.02,91,FR
2016,ENGIE,12.5,41.2075, ,51.92,53.13,59.54,52.16,0,58.44,61.12,52.32,52.76,52.76,0,0,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,39756.02,29060878,0.407,-12.01,0.025418286,0.059979892,66.34,1,1,1,157249000,0.31,-4.64,24.82,6.13,91,FR
2017,ENGIE,5.56,54.665, ,52.285,52.99,59,52.06,54.61,59.67,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,29783.53,34238101,0.341,-1.55,0.021440657,0.049301081,73.23,1,1,1,149529000,1.46,0.29,23.96,8.18,91,FR
2018,ENGIE,1.14,39.3225, ,53.725,51.39,54.86,51.04,0,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,34909.81,30202708,0.388,4.25,0.021036977,0.052990296,82.69,1,1,1,152636000,0.63,-6.82,23.05,5.93,91,FR
2013,ENI,2.87,39.6925, ,52.14,53.21,0,52.18,53.38,0,0.2,52.57,0,54.38,0,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,66650.88,63362720,0.634,13.16,0.073981083,0.086042782,86.07,1,1,1,133426000,4.34,-9.82,19.4,5.78,97,IT
2014,ENI,8.94,40.01, ,52.2175,53.67,0.02,52.59,53.76,59.29,0.16,52.85,53.76,54.12,0,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,63561.81,52252543,0.608,8.86,0.058165929,0.074649285,88.57,1,1,1,140976000,1.02,-4.23,18.37,6.23,97,IT
2015,ENI,58.92,39.7875, ,51.46,53.4,0.01,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,52731.98,49695734,0.464,2.16,0.010157693,0.019560083,89.08,1,1,1,130443000,-5.85,-27.31,21.29,7.65,97,IT
2016,ENI,3.08,26.3225, ,51.92,53.13,0,52.16,0,58.44,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,50151.71,55709638,0.503,-16.97,0.008985135,0.019457695,88.58,1,1,1,120755000,-0.55,-22.86,22.56,6.96,97,IT
2017,ENI,3.53,39.915, ,52.285,52.99,0,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,56838.59,49695734,0.569,-2.76,0.036301308,0.060132399,84.7,1,1,1,110850000,3.23,20.01,22.29,5.12,97,IT
2018,ENI,0.96,39.3225, ,53.725,51.39,54.86,51.04,0,0.02,0.38,51.91,53.15,54.61,0,0,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,50151.71,49508475,0.538,7.02,0.084794044,0.127983962,84.88,1,1,1,114442000,3.91,13.3,22.6,5.8,97,IT
2013,ENIRO,61.61,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,1107,5017391,0.504,6.92,0.076865014,0.166939891,48.75,0,0,0,7949000,4.19,-8.48,37.98,0,84,SE
2014,ENIRO,61.84,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,5052.27,731513,1.005,6.35,0.047100235,0.093604264,59.35,1,0,0,5966000,-21.55,-16.33,40.09,0,84,SE
2015,ENIRO,8.27,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,736.6,437732,0.523,-95.8,0.026413346,0.046759639,55.12,0,0,0,4316000,-18.85,-18.79,40.52,0,84,SE
2016,ENIRO,60.49,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,438.38,131340,0.495,-100.45,0.056338028,0.097610574,48.14,0,0,0,3408000,-18.62,-19.32,49,0,84,SE
2017,ENIRO,60.13,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,135.12,357642,0.527,-203.99,-0.020654592,-0.040752351,46.67,0,0,0,3147000,6.83,-18.91,27.45,0,84,SE
2018,ENIRO,, , , ,,,,,,,,,,,,,,,,,,,,,,331.59,72838,0.384,6.71,0.018591772,0.033740129,,0,,,2528000,-17.2,-12.66,40.66,0,84,SE
2013,ENKA INSAAT VE SANAYI,63.37,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,14840,19263998,0.876,12.4,0.091950399,0.133423779,25.18,0,0,0,18079617,7.69,21,4.51,2.11,39,TR
2014,ENKA INSAAT VE SANAYI,61.27,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,19264,19007998,0.911,10.45,0.085185807,0.121253174,23.58,0,0,0,18116903,8,3.58,3.45,1.16,39,TR
2015,ENKA INSAAT VE SANAYI,58.11,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,19008,18079998,0.837,12.05,0.082330122,0.138103691,26.38,0,0,0,20774037,7.43,-2.7,2.03,2.23,39,TR
2016,ENKA INSAAT VE SANAYI,61.57,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,18080,22550806,0.657,9.66,0.070373033,0.177525551,31.51,0,0,0,26693904,7.51,-14.56,3.74,3.21,39,TR
2017,ENKA INSAAT VE SANAYI,54.96,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,22344,27682524,0.668,8.91,0.072751576,0.209458864,26.45,0,0,0,30424633,9.03,-0.14,4.33,2.69,39,TR
2018,ENKA INSAAT VE SANAYI,, , , ,,,,,,,,,,,,,,,,,,,,,,27738,22762600,0.794,10.97,0.070860451,0.209186663,,0,,,41086473,4.48,31.7,3.47,3.25,39,TR
2013,ENQUEST,62.2,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,963.19,1080380,0.554,28.58,0.08500786,0.295894434,51.34,0,0,1,2135579,6.81,9.86,12.96,0,50,GB
2014,ENQUEST,62.61,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,1080.38,284947,0.613,13.5,0.013730135,0.058261826,61.57,1,0,1,2603616,-3.09,0.01,27.68,0,50,GB
2015,ENQUEST,58.92,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,284.94,147437,0.318,-12.28,0.008593843,0.035663043,66.41,1,1,1,2467115,-17.39,-3.11,49.46,0,50,GB
2016,ENQUEST,62.31,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,152.51,472848,0.409,-110.1,0.017887093,0.085376236,49.74,0,1,1,3016309,6.44,6.3,52.63,0,50,GB
2017,ENQUEST,59.48,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,486.95,322066,0.626,20.74,-0.011727398,-0.082545507,56.01,0,1,1,3433754,1.64,-22.8,63.6,0,50,GB
