Rank;Title;Previous Rank;Revenues ($M);Revenue Change;Profits ($M);Profit Change;Assets ($M);Market Value ($M);Employees;CEO;CEO Title;Sector;Industry;Years on Fortune 500;City;State;Latitude;Longitude;CEO Gender;Revenues per Employee ($M);Profits per Employee ($M);Change in Rank
1;Walmart;1;500343;3.00%;9862;-27.70%;204522;263563;2300000;C. Douglas McMillon;President, Chief Executive Officer &  Director;Retailing;General Merchandisers;24;Bentonville;AR;36.3728538;-94.2088172;Male;0.2175404347826087;0.004287826086956522;0
2;Exxon Mobil;4;244363;17.40%;19710;151.40%;348691;316157;71200;Darren W. Woods;Chairman &  Chief Executive Officer;Energy;Petroleum Refining;24;Irving;TX;32.8140177;-96.9488945;Male;3.432064606741573;0.2768258426966292;2
3;Berkshire Hathaway;2;242137;8.30%;44940;86.70%;702095;492008;377000;Warren E. Buffett;Chairman, President &  Chief Executive Officer;Financials;Insurance: Property and Casualty (Stock);24;Omaha;NE;41.2565369;-95.9345034;Male;0.6422732095490716;0.11920424403183023;-1
4;Apple;3;229234;6.30%;48351;5.80%;375319;851318;123000;Timothy D. Cook;Chairman &  Chief Executive Officer;Technology;Computers, Office Equipment;24;Cupertino;CA;37.3229978;-122.0321823;Male;1.8636910569105691;0.39309756097560977;-1
5;UnitedHealth Group;6;201159;8.80%;10558;50.50%;139058;207080;260000;David S. Wichmann;Chairman &  Chief Executive Officer;Health Care;Health Care: Insurance and Managed Care;24;Minnetonka;MN;44.9211836;-93.4687489;Male;0.7736884615384615;0.04060769230769231;1
6;McKesson;5;198533;3.10%;5070;124.50%;60969;29067;64500;John H. Hammergren;Chairman, President &  Chief Executive Officer;Wholesalers;Wholesalers: Health Care;24;SF;CA;37.7749295;-122.4194155;Male;3.078031007751938;0.0786046511627907;-1
7;CVS Health;7;184765;4.10%;6622;24.50%;95131;63114;203000;Larry J. Merlo;President, Chief Executive Officer &  Director;Health Care;Health Care: Pharmacy and Other Services;24;Woonsocket;RI;42.0028761;-71.5147839;Male;0.9101724137931034;0.03262068965517241;0
8;Amazon.com;12;177866;30.80%;3033;27.90%;131310;700668;566000;Jeffrey P. Bezos;Chairman, President &  Chief Executive Officer;Retailing;Internet Services and Retailing;17;Seattle;WA;47.6062095;-122.3320708;Male;0.3142508833922261;0.005358657243816255;4
9;AT&T;9;160546;-2.00%;29450;127.00%;444097;218946;254000;Randall L. Stephenson;Chairman, President &  Chief Executive Officer;Telecommunications;Telecommunications;24;Dallas;TX;32.7766642;-96.7969879;Male;0.6320708661417322;0.11594488188976378;0
10;General Motors;8;157311;-5.50%;-3864;-141.00%;212482;50972;180000;Mary T. Barra;Chairman &  Chief Executive Officer;Motor Vehicles &  Parts;Motor Vehicles and Parts;24;Detroit;MI;42.331427;-83.0457538;Female;0.87395;-0.021466666666666665;-2
11;Ford Motor;10;156776;3.30%;7602;65.40%;257808;44244;202000;James P. Hackett;President, Chief Executive Officer &  Director;Motor Vehicles &  Parts;Motor Vehicles and Parts;24;Dearborn;MI;42.3222599;-83.1763145;Male;0.7761188118811881;0.03763366336633663;-1
12;AmerisourceBergen;11;153144;4.30%;364.5;-74.50%;35317;18938;19500;Steven H. Collis;Chairman, President &  Chief Executive Officer;Wholesalers;Wholesalers: Health Care;24;Chesterbrook;PA;40.0756627;-75.4590816;Male;7.853538461538461;0.018692307692307692;-1
13;Chevron;19;134533;25.10%;9195;-;253806;217845;51900;Michael K. Wirth;Chairman &  Chief Executive Officer;Energy;Petroleum Refining;24;San Ramon;CA;37.7799273;-121.9780153;Male;2.5921579961464354;0.17716763005780348;6
14;Cardinal Health;15;129976;6.90%;1288;-9.70%;40112;19726;40400;Michael C. Kaufmann;Chairman &  Chief Executive Officer;Wholesalers;Wholesalers: Health Care;24;Dublin;OH;40.0992294;-83.1140771;Male;3.2172277227722774;0.03188118811881188;1
15;Costco;16;129025;8.70%;2679;14.00%;36347;82687;182000;W. Craig Jelinek;President, Chief Executive Officer &  Director;Retailing;General Merchandisers;24;Issaquah;WA;47.5301011;-122.0326191;Male;0.7089285714285715;0.01471978021978022;1
16;Verizon;14;126034;0.00%;30101;129.30%;257143;197497;155400;Lowell C. McAdam;Chairman &  Chief Executive Officer;Telecommunications;Telecommunications;24;New York;NY;40.7127753;-74.0059728;Male;0.811029601029601;0.1937001287001287;-2
17;Kroger;18;122662;6.40%;1907;-3.40%;37197;20828;449000;W. Rodney McMullen;Chairman &  Chief Executive Officer;Food &  Drug Stores;Food and Drug Stores;24;Cincinnati;OH;39.1031182;-84.5120196;Male;0.2731893095768374;0.004247216035634744;1
18;General Electric;13;122274;-3.50%;-5786;-165.50%;377945;117054;313000;John L. Flannery Jr.;Chairman &  Chief Executive Officer;Industrials;Industrial Machinery;24;Boston;MA;42.3600825;-71.0588801;Male;0.3906517571884984;-0.01848562300319489;-5
19;Walgreens Boots Alliance;17;118214;0.70%;4078;-2.30%;66009;64924;290000;Stefano Pessina;Vice Chairman &  Chief Executive Officer;Food &  Drug Stores;Food and Drug Stores;24;Deerfield;IL;42.1711365;-87.8445119;Male;0.4076344827586207;0.014062068965517241;-2
20;JPMorgan Chase;21;113899;8.00%;24441;-1.20%;2533600;375043;252539;James Dimon;Chairman &  Chief Executive Officer;Financials;Commercial Banks;24;New York;NY;40.7127753;-74.0059728;Male;0.4510154867169031;0.09678109123739304;1
21;Fannie Mae;20;112394;4.90%;2463;-80.00%;3345529;1633;7200;Timothy J. Mayopoulos;President, Chief Executive Officer &  Director;Financials;Diversified Financials;21;Leavenworth;WA;47.7510741;-120.7401385;Male;15.610277777777778;0.34208333333333335;-1
22;Alphabet;27;110855;22.80%;12662;-35.00%;197295;719124;80110;Larry Page;Chief Executive Officer &  Director;Technology;Internet Services and Retailing;13;Mountain View;CA;37.3860517;-122.0838511;Male;1.3837847959056297;0.15805767070278368;5
23;Home Depot;23;100904;6.70%;8630;8.50%;44529;206272;413000;Craig A. Menear;Chairman, President &  Chief Executive Officer;Retailing;Specialty Retailers: Other;24;Atlanta;GA;33.7489954;-84.3879824;Male;0.24431961259079904;0.02089588377723971;0
24;Bank of America Corp.;26;100264;7.00%;18232;1.80%;2281234;306618;209376;Brian T. Moynihan;Chairman, President &  Chief Executive Officer;Financials;Commercial Banks;24;Charlotte;NC;35.2270869;-80.8431267;Male;0.47887054867797646;0.08707779306128687;2
25;Express Scripts Holding;22;100065;-0.20%;4517.4;32.70%;54256;38791;26600;Timothy C. Wentworth;President, Chief Executive Officer &  Director;Health Care;Health Care: Pharmacy and Other Services;19;St. Louis;MO;38.6270025;-90.1994042;Male;3.761842105263158;0.1698270676691729;-3
26;Wells Fargo;25;97741;3.80%;22183;1.10%;1951757;255556;262700;Timothy J. Sloan;President, Chief Executive Officer &  Director;Financials;Commercial Banks;24;SF;CA;37.7749295;-122.4194155;Male;0.3720631899505139;0.08444232965359726;-1
27;Boeing;24;93392;-1.20%;8197;67.50%;92333;192539;140800;Dennis A. Muilenburg;Chairman, President &  Chief Executive Officer;Aerospace &  Defense;Aerospace and Defense;24;Chicago;IL;41.8781136;-87.6297982;Male;0.6632954545454546;0.05821732954545455;-3
28;Phillips 66;34;91568;26.50%;5106;228.40%;54371;44730;14600;Greg C. Garland;Chairman &  Chief Executive Officer;Energy;Petroleum Refining;6;Houston;TX;29.7604267;-95.3698028;Male;6.271780821917808;0.3497260273972603;6
29;Anthem;29;90040;6.10%;3842.8;55.60%;70540;56182;56000;Gail K. Boudreaux;President, Chief Executive Officer &  Director;Health Care;Health Care: Insurance and Managed Care;24;Indianapolis;IN;39.768403;-86.158068;Female;1.6078571428571429;0.06862142857142857;0
30;Microsoft;28;89950;5.40%;21204;26.20%;241086;702760;124000;Satya Nadella;Chief Executive Officer &  Director;Technology;Computer Software;24;Redmond;WA;47.6739881;-122.121512;Male;0.7254032258064517;0.171;-2
31;Valero Energy;37;88407;26.00%;4065;77.60%;50158;39977;10015;Joseph W. Gorder;Chairman, President &  Chief Executive Officer;Energy;Petroleum Refining;20;San Antonio;TX;29.4241219;-98.4936282;Male;8.827458811782327;0.4058911632551173;6
32;Citigroup;30;87966;6.80%;-6798;-145.60%;1842465;172822;209000;Michael L. Corbat;Chairman &  Chief Executive Officer;Financials;Commercial Banks;24;New York;NY;40.7127753;-74.0059728;Male;0.42088995215311004;-0.03252631578947368;-2
33;Comcast;31;84526;5.10%;22714;161.20%;186949;158703;164000;Brian L. Roberts;Chairman, President &  Chief Executive Officer;Telecommunications;Telecommunications;23;Philadelphia;PA;39.9525839;-75.1652215;Male;0.5154024390243902;0.1385;-2
34;IBM;32;79139;-1.00%;5753;-51.50%;125356;141335;397800;Virginia M. Rometty;Chairman, President &  Chief Executive Officer;Technology;Information Technology Services;24;Armonk;NY;41.1264849;-73.7140195;Female;0.1989416792357969;0.014462041226747109;-2
35;Dell Technologies;41;78660;21.40%;-3728;-;122281;NA;145000;Michael S. Dell;Chairman &  Chief Executive Officer;Technology;Computers, Office Equipment;21;Round Rock;TX;30.5082551;-97.678896;Male;0.5424827586206896;-0.025710344827586207;6
36;State Farm Insurance Cos.;33;78331;2.90%;2206.5;529.90%;272345;NA;65664;Michael L. Tipsord;Chairman, President &  Chief Executive Officer;Financials;Insurance: Property and Casualty (Mutual);24;Bloomington;IL;40.4842027;-88.9936873;Male;1.1929063109161793;0.03360288742690058;-3
37;Johnson & Johnson;35;76450;6.30%;1300;-92.10%;157303;343780;134000;Alex Gorsky;Chairman &  Chief Executive Officer;Health Care;Pharmaceuticals;24;New Brunswick;NJ;40.4862157;-74.4518188;Male;0.5705223880597015;0.009701492537313432;-2
38;Freddie Mac;39;74676;13.70%;5625;-28.00%;2049776;878;6165;Donald H. Layton;Chairman &  Chief Executive Officer;Financials;Diversified Financials;21;McLean;VA;38.9338676;-77.1772604;Male;12.112895377128954;0.9124087591240876;1
39;Target;38;71879;3.40%;2934;7.20%;38999;37409;345000;Brian C. Cornell;Chairman &  Chief Executive Officer;Retailing;General Merchandisers;24;Minneapolis;MN;44.977753;-93.2650108;Male;0.20834492753623188;0.008504347826086956;-1
40;Lowes;40;68619;5.50%;3447;11.40%;35291;72812;255000;Robert A. Niblock;Chairman, President &  Chief Executive Officer;Retailing;Specialty Retailers: Other;24;Mooresville;NC;35.5848596;-80.8100724;Male;0.2690941176470588;0.01351764705882353;0
41;Marathon Petroleum;51;67610;21.00%;3432;192.30%;49047;34683;43800;Gary R. Heminger;Chairman &  Chief Executive Officer;Energy;Petroleum Refining;7;Findlay;OH;41.04422;-83.6499321;Male;1.543607305936073;0.07835616438356165;10
42;Procter & Gamble;36;66217;-7.70%;15326;45.90%;120406;199865;95000;David S. Taylor;Chairman, President &  Chief Executive Officer;Household Products;Household and Personal Products;24;Cincinnati;OH;39.1031182;-84.5120196;Male;0.697021052631579;0.16132631578947368;-6
43;MetLife;42;66153;4.20%;4010;401.30%;719892;47572;49000;Steven A. Kandarian;Chairman, President &  Chief Executive Officer;Financials;Insurance: Life, Health (stock);24;New York;NY;40.7127753;-74.0059728;Male;1.3500612244897958;0.08183673469387755;-1
44;UPS;46;65872;8.20%;4910;43.10%;45403;90156;346415;David P. Abney;Chairman &  Chief Executive Officer;Transportation;Mail, Package, and Freight Delivery;24;Atlanta;GA;33.7489954;-84.3879824;Male;0.1901534286910209;0.014173751136642466;2
45;PepsiCo;44;63525;1.20%;4857;-23.30%;79804;154933;263000;Indra K. Nooyi;Chairman &  Chief Executive Officer;Food, Beverages &  Tobacco;Food Consumer Products;24;Harrison;NY;41.0400135;-73.7144477;Female;0.24153992395437263;0.01846768060836502;-1
46;Intel;47;62761;5.70%;9601;-6.90%;123249;243109;102700;Robert H. Swan;Chairman &  Chief Executive Officer;Technology;Semiconductors and Other Electronic Components;24;Santa Clara;CA;37.3541079;-121.9552356;Male;0.611110029211295;0.0934858812074002;1
47;DowDuPont;62;62683;30.20%;1460;-66.20%;192164;148186;98000;Edward D. Breen;Chief Executive Officer;Chemicals;Chemicals;24;Midland;MI;43.623574;-84.232105;Male;0.6396224489795919;0.01489795918367347;15
48;Archer Daniels Midland;45;60828;-2.40%;1595;24.70%;39963;24238;31300;Juan R. Luciano;Chairman, President &  Chief Executive Officer;Food, Beverages &  Tobacco;Food Production;24;Chicago;IL;41.8781136;-87.6297982;Male;1.9433865814696485;0.05095846645367412;-3
49;Aetna;43;60535;-4.10%;1904;-16.20%;55151;55229;47950;Mark T. Bertolini;Chairman &  Chief Executive Officer;Health Care;Health Care: Insurance and Managed Care;18;Hartford;CT;41.7658043;-72.6733723;Male;1.2624608967674662;0.039708029197080295;-6
50;FedEx;58;60319;19.80%;2997;64.70%;48552;64161;357000;Frederick W. Smith;Chairman &  Chief Executive Officer;Transportation;Mail, Package, and Freight Delivery;24;Memphis;TN;35.1495343;-90.0489801;Male;0.1689607843137255;0.008394957983193277;8
51;United Technologies;50;59837;4.50%;4552;-10.00%;96920;100667;204700;Gregory J. Hayes;Chairman, President &  Chief Executive Officer;Aerospace &  Defense;Aerospace and Defense;24;Farmington;CT;41.7360305;-72.795027;Male;0.29231558378114314;0.02223742061553493;-1
52;Prudential Financial;48;59689;1.50%;7863;80.00%;831921;43686;49705;John R. Strangfeld;Chairman, President &  Chief Executive Officer;Financials;Insurance: Life, Health (stock);24;Newark;NJ;40.735657;-74.1723667;Male;1.2008651041142742;0.15819334071019012;-4
53;Albertsons Cos.;49;59678;1.60%;-373.3;-;23755;NA;273000;Robert G. Miller;Chairman &  Chief Executive Officer;Food &  Drug Stores;Food and Drug Stores;14;Boise;ID;43.6150186;-116.2023137;Male;0.2186007326007326;-0.0013673992673992675;-4
54;Sysco;57;55371;9.90%;1142.5;20.30%;17757;31294;66500;Thomas L. Bene;President, Chief Executive Officer &  Director;Wholesalers;Wholesalers: Food and Grocery;24;Houston;TX;29.7604267;-95.3698028;Male;0.8326466165413534;0.01718045112781955;3
55;Disney;52;55137;-0.90%;8980;-4.40%;95789;151029;199000;Robert A. Iger;Chairman &  Chief Executive Officer;Media;Entertainment;24;Burbank;CA;34.1808392;-118.3089661;Male;0.27707035175879396;0.04512562814070352;-3
56;Humana;53;53767;-1.10%;2448;298.70%;27178;37122;45900;Bruce D. Broussard;President, Chief Executive Officer &  Director;Health Care;Health Care: Insurance and Managed Care;24;Louisville;KY;38.2526647;-85.7584557;Male;1.1713943355119825;0.05333333333333334;-3
57;Pfizer;54;52546;-0.50%;21308;195.30%;171797;211115;90200;Ian C. Read;Chairman &  Chief Executive Officer;Health Care;Pharmaceuticals;24;New York;NY;40.7127753;-74.0059728;Male;0.582549889135255;0.23623059866962307;-3
58;HP;61;52056;7.90%;2526;1.20%;32913;35893;49000;Dion J. Weisler;President, Chief Executive Officer &  Director;Technology;Computers, Office Equipment;24;Palo Alto;CA;37.4418834;-122.1430195;Male;1.0623673469387755;0.05155102040816326;3
59;Lockheed Martin;56;51048;0.80%;2002;-62.20%;46521;96589;100000;Marillyn A. Hewson;Chairman, President &  Chief Executive Officer;Aerospace &  Defense;Aerospace and Defense;24;Bethesda;MD;38.984652;-77.0947092;Female;0.51048;0.02002;-3
60;AIG;55;49520;-5.40%;-6084;-;498301;49145;49800;Brian Duperreault;President, Chief Executive Officer &  Director;Financials;Insurance: Property and Casualty (Stock);24;New York;NY;40.7127753;-74.0059728;Male;0.9943775100401606;-0.12216867469879518;-5
61;Centene;66;48572;19.30%;828;47.30%;21855;18704;33700;Michael F. Neidorff;Chairman &  Chief Executive Officer;Health Care;Health Care: Insurance and Managed Care;9;St. Louis;MO;38.6270025;-90.1994042;Male;1.4413056379821958;0.02456973293768546;5
62;Cisco Systems;60;48005;-2.50%;9609;-10.50%;129818;206623;72900;Charles H. Robbins;Chairman &  Chief Executive Officer;Technology;Network and Other Communications Equipment;22;San Jose;CA;37.3382082;-121.8863286;Male;0.6585048010973937;0.13181069958847735;-2
63;HCA Healthcare;63;47653;6.50%;2216;-23.30%;36593;34165;221491;R. Milton Johnson;Chairman &  Chief Executive Officer;Health Care;Health Care: Medical Facilities;24;Nashville;TN;36.1626638;-86.7816016;Male;0.21514643935870983;0.010004921193186179;0
64;Energy Transfer Equity;79;47487;26.60%;954;-4.10%;86246;15335;29486;John W. McReynolds;President &  Director;Energy;Pipelines;12;Dallas;TX;32.7766642;-96.7969879;Male;1.610493115376789;0.03235433765176694;15
65;Caterpillar;74;45462;18.00%;754;-;76962;88078;98400;D. James Umpleby III;Chairman &  Chief Executive Officer;Industrials;Construction and Farm Machinery;24;Deerfield;IL;42.1711365;-87.8445119;Male;0.46201219512195124;0.00766260162601626;9
66;Nationwide;68;43940;9.60%;246.5;-26.20%;221257;NA;33135;Stephen S. Rasmussen;Chief Executive Officer;Financials;Insurance: Property and Casualty (Mutual);24;Columbus;OH;39.9611755;-82.9987942;Male;1.3260902369096121;0.0074392636185302554;2
67;Morgan Stanley;76;43642;15.00%;6111;2.20%;851733;96688;57633;James P. Gorman;Chairman &  Chief Executive Officer;Financials;Commercial Banks;24;New York;NY;40.7127753;-74.0059728;Male;0.7572397758228793;0.1060330019259799;9
68;Liberty Mutual Insurance Group;75;42687;11.40%;17;-98.30%;142502;NA;50000;David H. Long;Chairman, President &  Chief Executive Officer;Financials;Insurance: Property and Casualty (Stock);24;Boston;MA;42.3600825;-71.0588801;Male;0.85374;3.4e-4;7
69;New York Life Insurance;65;42296;3.70%;1866.9;71.60%;303183;NA;11114;Theodore A. Mathas;Chairman &  Chief Executive Officer;Financials;Insurance: Life, Health (Mutual);24;New York;NY;40.7127753;-74.0059728;Male;3.8056505308619757;0.16797732589526723;-4
70;Goldman Sachs Group;78;42254;12.00%;4286;-42.10%;916776;95463;36600;Lloyd C. Blankfein;Chairman &  Chief Executive Officer;Financials;Commercial Banks;19;New York;NY;40.7127753;-74.0059728;Male;1.15448087431694;0.11710382513661202;8
71;American Airlines Group;67;42207;5.00%;1919;-28.30%;51396;24584;126600;W. Douglas Parker;Chairman &  Chief Executive Officer;Transportation;Airlines;24;Fort Worth;TX;32.7554883;-97.3307658;Male;0.33338862559241705;0.015157977883096366;-4
72;Best Buy;72;42151;7.00%;1000;-18.60%;13049;20460;125000;Hubert B. Joly;Chairman &  Chief Executive Officer;Retailing;Specialty Retailers: Other;24;Richfield;MN;44.8832982;-93.2830021;Male;0.337208;0.008;0
73;Cigna;70;41616;4.90%;2237;19.80%;61753;40735;46000;David M. Cordani;President, Chief Executive Officer &  Director;Health Care;Health Care: Insurance and Managed Care;24;Bloomfield;CT;41.826488;-72.7300945;Male;0.904695652173913;0.04863043478260869;-3
74;Charter Communications;96;41581;43.40%;9895;180.90%;146623;80954;94800;Thomas M. Rutledge;Chairman &  Chief Executive Officer;Telecommunications;Telecommunications;18;Stamford;CT;41.0534302;-73.5387341;Male;0.4386181434599156;0.10437763713080168;22
75;Delta Air Lines;71;41244;4.00%;3577;-18.20%;53292;38746;86564;Edward H. Bastian;Chairman &  Chief Executive Officer;Transportation;Airlines;24;Atlanta;GA;33.7489954;-84.3879824;Male;0.47645672565962754;0.04132202763273416;-4
76;Facebook;98;40653;47.10%;15934;56.00%;84524;464190;25105;Mark Zuckerberg;Chairman &  Chief Executive Officer;Technology;Internet Services and Retailing;6;Menlo Park;CA;37.4529598;-122.1817252;Male;1.6193188607847042;0.6346942840071699;22
77;Honeywell International;73;40534;3.10%;1655;-65.60%;59387;108149;131000;Darius Adamczyk;President, Chief Executive Officer &  Director;Industrials;Electronics, Electrical Equip.;24;Morris Plains;NJ;40.8395922;-74.4818698;Male;0.3094198473282443;0.012633587786259542;-4
78;Merck;69;40122;0.80%;2394;-38.90%;87872;146862;69000;Kenneth C. Frazier;Chairman, President &  Chief Executive Officer;Health Care;Pharmaceuticals;24;Kenilworth;NJ;40.6764911;-74.2907032;Male;0.5814782608695652;0.034695652173913044;-9
79;Allstate;84;38524;5.40%;3189;69.90%;112422;33478;42680;Thomas J. Wilson;Chairman, President &  Chief Executive Officer;Financials;Insurance: Property and Casualty (Stock);23;Northbrook;IL;42.1275267;-87.8289548;Male;0.9026241799437675;0.07471883786316776;5
80;Tyson Foods;82;38260;3.70%;1774;0.30%;28066;29233;122000;Thomas P. Hayes;President, Chief Executive Officer &  Director;Food, Beverages &  Tobacco;Food Production;24;Springdale;AR;36.1867442;-94.1288141;Male;0.3136065573770492;0.014540983606557378;2
81;United Continental Holdings;83;37736;3.20%;2131;-5.80%;42326;19778;89800;Oscar Munoz;Chairman &  Chief Executive Officer;Transportation;Airlines;24;Chicago;IL;41.8781136;-87.6297982;Male;0.4202227171492205;0.023730512249443208;2
82;Oracle;81;37728;1.80%;9335;4.90%;134991;186766;138000;Safra A. Catz/Mark V. Hurd;Co-Chief Executive Officer &  Director;Technology;Computer Software;23;Redwood City;CA;37.4852152;-122.2363548;Female;0.2733913043478261;0.06764492753623189;-1
83;Tech Data;107;36775;40.20%;116.6;-40.20%;12653;3249;14000;Richard T. Hume;Chairman &  Chief Executive Officer;Wholesalers;Wholesalers: Electronics and Office Equipment;24;Clearwater;FL;27.9658533;-82.8001026;Male;2.6267857142857145;0.008328571428571428;24
84;TIAA;80;36025;-2.90%;1049.7;-29.70%;583632;NA;16829;Roger W. Ferguson Jr.;President, Chief Executive Officer &  Director;Financials;Insurance: Life, Health (Mutual);21;New York;NY;40.7127753;-74.0059728;Male;2.1406500683344225;0.062374472636520295;-4
85;TJX;87;35865;8.10%;2607.9;13.50%;14058;51571;249000;Ernie L. Herrman;President, Chief Executive Officer &  Director;Retailing;Specialty Retailers: Apparel;24;Framingham;MA;42.279286;-71.4161565;Male;0.14403614457831326;0.010473493975903615;2
86;American Express;86;35583;5.20%;2736;-49.40%;181159;80234;55000;Stephen J. Squeri;Chairman &  Chief Executive Officer;Financials;Diversified Financials;24;New York;NY;40.7127753;-74.0059728;Male;0.6469636363636364;0.049745454545454544;0
87;Coca-Cola;64;35410;-15.40%;1248;-80.90%;87896;185207;61800;James R. Quincey;President, Chief Executive Officer &  Director;Food, Beverages &  Tobacco;Beverages;24;Atlanta;GA;33.7489954;-84.3879824;Male;0.5729773462783172;0.020194174757281552;-23
88;Publix Super Markets;85;34837;1.60%;2291.9;13.10%;18184;NA;193000;Randall T. Jones Sr.;President, Chief Executive Officer &  Director;Food &  Drug Stores;Food and Drug Stores;24;Lakeland;FL;28.0394654;-81.9498042;Male;0.18050259067357513;0.011875129533678757;-3
89;Nike;88;34350;6.10%;4240;12.80%;23259;108094;74400;Mark G. Parker;Chairman, President &  Chief Executive Officer;Apparel;Apparel;24;Beaverton;OR;45.4887993;-122.8013332;Male;0.46169354838709675;0.05698924731182796;-1
90;Andeavor;117;34204;42.50%;1528;108.20%;28573;15386;14300;Gregory J. Goff;Chairman, President &  Chief Executive Officer;Energy;Petroleum Refining;19;San Antonio;TX;29.4241219;-98.4936282;Male;2.391888111888112;0.10685314685314685;27
91;World Fuel Services;103;33696;24.70%;-170.2;-234.50%;5588;1661;5000;Michael J. Kasbar;Chairman &  Chief Executive Officer;Energy;Energy;14;Miami;FL;25.7616798;-80.1917902;Male;Jun 92;-0.03404;12
92;Exelon;89;33531;6.90%;3770;232.50%;116700;37644;34621;Christopher M. Crane;President, Chief Executive Officer &  Director;Energy;Utilities: Gas and Electric;24;Chicago;IL;41.8781136;-87.6297982;Male;0.9685162184801133;0.10889344617428728;-3
93;Massachusetts Mutual Life Insurance;77;33495;-11.40%;513;-59.70%;288855;NA;11811;Roger W. Crandall;Chairman, President &  Chief Executive Officer;Financials;Insurance: Life, Health (Mutual);24;Springfield;MA;42.1014831;-72.589811;Male;2.835915671831344;0.04343408686817374;-16
94;Rite Aid;91;32845;6.90%;04. Jan;-97.60%;11594;1793;70430;John T. Standley;Chairman &  Chief Executive Officer;Food &  Drug Stores;Food and Drug Stores;24;Camp Hill;PA;40.2398118;-76.9199742;Male;0.46634956694590374;5.821382933409058e-5;-3
95;ConocoPhillips;115;32584;33.80%;-855;-;73362;69641;11400;Ryan M. Lance;Chairman &  Chief Executive Officer;Energy;Mining, Crude-Oil Production;24;Houston;TX;29.7604267;-95.3698028;Male;2.858245614035088;-0.075;20
96;CHS;93;31935;5.20%;127.9;-69.90%;15974;NA;11626;Jay D. Debertin;President, Chief Executive Officer &  Director;Food, Beverages &  Tobacco;Food Production;19;Inver Grove Heights;MN;44.8480218;-93.0427153;Male;2.7468604851195595;0.011001204197488389;-3
97;3M;94;31657;5.10%;4858;-3.80%;37987;130550;91536;Inge G. Thulin;Chairman, President &  Chief Executive Officer;Industrials;Miscellaneous;24;St Paul;MN;44.9537029;-93.0899578;Male;0.3458420730641496;0.053072015381926234;-3
98;Time Warner;95;31271;6.70%;5247;33.60%;69209;73758;26000;John Stankey;Chairman &  Chief Executive Officer;Media;Entertainment;19;New York;NY;40.7127753;-74.0059728;Male;1.2027307692307692;0.2018076923076923;-3
99;General Dynamics;90;30973;-1.20%;2912;-1.50%;35046;65845;98600;Phebe N. Novakovic;Chairman &  Chief Executive Officer;Aerospace &  Defense;Aerospace and Defense;24;Falls Church;VA;38.882334;-77.1710914;Female;0.3141277890466531;0.02953346855983773;-9
100;USAA;102;30016;10.60%;2421.9;36.10%;155391;NA;32705;Stuart Parker;Chief Executive Officer;Financials;Insurance: Property and Casualty (Stock);24;San Antonio;TX;29.4241219;-98.4936282;Male;0.9177801559394588;0.07405289711053356;2
101;Capital One Financial;100;29999;9.00%;1982;-47.20%;365693;46584;49300;Richard D. Fairbank;Chairman, President &  Chief Executive Officer;Financials;Commercial Banks;19;McLean;VA;38.9338676;-77.1772604;Male;0.6084989858012171;0.04020283975659229;-1
102;Deere;105;29738;11.60%;2159.1;41.70%;65786;50291;60476;Samuel R. Allen;Chairman, President &  Chief Executive Officer;Industrials;Construction and Farm Machinery;24;Moline;IL;41.5067003;-90.5151342;Male;0.49173225742443283;0.03570176598981414;3
103;INTL FCStone;189;29424;99.40%;06. Apr;-88.30%;6243;804;1607;Sean M. O'Connor;President, Chief Executive Officer &  Director;Financials;Diversified Financials;10;New York;NY;40.7127753;-74.0059728;Male;18.309894212818918;0.003982576228998134;86
104;Northwestern Mutual;97;29331;1.80%;1017;24.30%;265049;NA;5437;John E. Schlifske;Chairman &  Chief Executive Officer;Financials;Insurance: Life, Health (Mutual);24;Milwaukee;WI;43.0389025;-87.9064736;Male;5.394702961191833;0.18705168291337135;-7
105;Enterprise Products Partners;122;29242;27.00%;2799.3;11.40%;54418;52904;7000;A. James Teague;Chairman &  Chief Executive Officer;Energy;Pipelines;13;Houston;TX;29.7604267;-95.3698028;Male;4.177428571428571;0.39990000000000003;17
106;Travelers Cos.;99;28902;4.60%;2056;-31.80%;103483;37691;30800;Alan D. Schnitzer;Chairman &  Chief Executive Officer;Financials;Insurance: Property and Casualty (Stock);24;New York;NY;40.7127753;-74.0059728;Male;0.9383766233766234;0.06675324675324676;-7
107;Hewlett Packard Enterprise;59;28871;-42.40%;344;-89.10%;61406;27243;66000;Antonio Neri;President, Chief Executive Officer &  Director;Technology;Computers, Office Equipment;2;Palo Alto;CA;37.4418834;-122.1430195;Male;0.43743939393939396;0.005212121212121212;-48
108;Philip Morris International;104;28748;7.70%;6035;-13.40%;42968;154514;80600;Andre Calantzopoulos;Chairman &  Chief Executive Officer;Food, Beverages &  Tobacco;Tobacco;10;New York;NY;40.7127753;-74.0059728;Male;0.35667493796526056;0.07487593052109182;-4
109;Twenty-First Century Fox;101;28500;4.30%;2952;7.20%;50724;67969;21700;James R. Murdoch;Chief Executive Officer &  Director;Media;Entertainment;14;New York;NY;40.7127753;-74.0059728;Male;1.3133640552995391;0.136036866359447;-8
