Title,Year,Genres,Duration,Rating,MPA,Votes
427. Mojin: The Worm Valley,2018,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery']",1h 50m,4.8,,702
428. Unstoppable,2018,"['Action', 'Comedy', 'Crime', 'Thriller']",1h 56m,6.6,,6K
429. All About Nina,2018,['Drama'],1h 37m,6.2,R,3.3K
430. Meow Wolf: Origin Story,2018,['Documentary'],1h 28m,6.8,,163
431. National Theatre Live: Macbeth,2018,['Drama'],3h 30m,7.4,,113
432. Champion,2018,"['Drama', 'Sport']",1h 48m,6.4,,1.5K
433. Rojo,2018,"['Drama', 'Mystery', 'Thriller']",1h 49m,6.3,,2.8K
434. Golden Slumber,2018,"['Action', 'Thriller']",1h 48m,5.9,Not Rated,1.1K
435. The Image Book,2018,"['Documentary', 'Drama', 'Horror']",1h 28m,6.2,Not Rated,3.1K
436. Mapplethorpe,2018,"['Biography', 'Drama']",1h 42m,6.2,Unrated,2K
437. John McEnroe: In the Realm of Perfection,2018,"['Documentary', 'Sport']",1h 35m,6.7,,847
438. The Crossing,2018,"['Crime', 'Drama']",1h 39m,6.8,,1.4K
439. Running for Grace,2018,"['Family', 'Romance']",1h 50m,6.1,TV-14,1.8K
440. Cat on a Hot Tin Roof,2018,['Drama'],3h 5m,7.3,,358
441. Ramen Shop,2018,['Drama'],1h 29m,6.8,,2.5K
442. The Price of Everything,2018,['Documentary'],1h 38m,7.2,TV-14,1.4K
443. The Chambermaid,2018,['Drama'],1h 42m,7.0,TV-MA,2.2K
444. Lobster Cop,2018,"['Comedy', 'Crime']",1h 34m,5.1,,223
445. Big Brother,2018,"['Martial Arts', 'Action', 'Comedy', 'Drama']",1h 41m,6.3,TV-14,3.7K
446. The Third Wife,2018,['Drama'],1h 36m,6.6,R,2.4K
447. Papi Chulo,2018,"['Comedy', 'Drama']",1h 38m,6.6,R,1.9K
448. High Strung Free Dance,2018,"['Music', 'Romance']",1h 43m,6.8,PG,2.3K
449. National Theatre Live: Antony & Cleopatra,2018,"['Drama', 'History']",3h 40m,7.3,,515
450. Blood Fest,2018,"['Supernatural Horror', 'Comedy', 'Horror']",1h 32m,5.4,Not Rated,6.9K
451. Nancy,2018,"['Drama', 'Mystery', 'Thriller']",1h 25m,6.2,Not Rated,3.8K
452. Saint Judy,2018,"['Biography', 'Drama']",1h 46m,6.5,PG-13,1.8K
453. The Princess and the Matchmaker,2018,"['Comedy', 'History', 'Romance']",1h 50m,6.3,,769
454. The Boxcar Children - Surprise Island,2018,['Animation'],1h 21m,4.9,Not Rated,228
455. The Heiresses,2018,['Drama'],1h 38m,6.6,TV-14,3.3K
456. A Breath Away,2018,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1h 29m,5.9,,7.8K
457. Ploey,2018,"['Adventure', 'Animation', 'Family']",1h 23m,5.4,PG,1.3K
458. A Faithful Man,2018,"['Comedy', 'Drama', 'Romance']",1h 15m,6.2,,4.5K
459. Fast Color,2018,"['Drama', 'Sci-Fi', 'Thriller']",1h 40m,6.1,PG-13,7.2K
460. 93Queen,2018,['Documentary'],1h 30m,7.4,,146
461. The Riot Act,2018,['Thriller'],1h 41m,4.4,PG-13,290
462. Keys to the Heart,2018,"['Comedy', 'Drama', 'Family']",2h,7.5,,1.6K
463. Savage,2018,"['Action', 'Crime', 'Thriller']",1h 52m,5.7,Not Rated,548
464. 5B,2018,['Documentary'],1h 34m,7.8,PG-13,329
465. 3 Faces,2018,['Drama'],1h 40m,7.0,,5K
466. Helicopter Eela,2018,['Drama'],2h 15m,5.5,,1.3K
467. Styx,2018,"['Action', 'Crime', 'Drama', 'Thriller']",1h 34m,6.5,Not Rated,3.5K
468. Diamantino,2018,"['Satire', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Sport']",1h 36m,6.3,,3.2K
469. Wastelander,2018,"['Action', 'Adventure', 'Sci-Fi']",1h 30m,2.7,R,217
470. Parchi,2018,"['Action', 'Comedy', 'Crime']",2h 17m,5.4,,472
471. Chef Flynn,2018,['Documentary'],1h 22m,6.7,,307
472. The Silence of Others,2018,['Documentary'],1h 36m,8.0,,2.4K
473. Where Hands Touch,2018,"['Drama', 'Romance', 'War']",2h 2m,6.6,PG-13,5.9K
474. Making the Five Heartbeats,2018,"['Documentary', 'Music']",1h 25m,9.0,PG-13,65
475. Being Frank,2018,['Comedy'],1h 49m,6.1,R,2K
476. The Doctor from India,2018,['Documentary'],1h 29m,6.5,Unrated,111
477. By the Grace of God,2018,"['True Crime', 'Crime', 'Drama']",2h 17m,7.2,,8.5K
"478. 3100, Run and Become",2018,['Documentary'],1h 20m,7.0,Not Rated,193
479. This Changes Everything,2018,['Documentary'],1h 36m,7.7,TV-PG,1.9K
480. Feng Shui,2018,"['Drama', 'History']",2h 13m,6.1,,382
481. Working Woman,2018,['Drama'],1h 33m,6.8,,602
"482. Monrovia, Indiana",2018,['Documentary'],2h 23m,7.0,Not Rated,678
483. Liz and the Blue Bird,2018,"['Anime', 'Iyashikei', 'Teen Drama', 'Animation', 'Drama', 'Fantasy', 'Music']",1h 30m,7.1,,2.5K
484. Sauvage / Wild,2018,['Drama'],1h 39m,7.1,Not Rated,5.7K
485. Never Goin' Back,2018,"['Comedy', 'Crime', 'Drama']",1h 25m,6.1,R,4.3K
486. The Mountain,2018,['Drama'],1h 46m,5.5,,1.8K
487. Viper Club,2018,['Drama'],1h 49m,5.6,R,664
"488. Westwood: Punk, Icon, Activist",2018,"['Biography', 'Documentary', 'History']",1h 23m,6.2,,1.2K
489. A Kid Like Jake,2018,['Drama'],1h 32m,5.6,R,4K
490. Cynthia,2018,"['Comedy', 'Horror']",1h 29m,4.6,Not Rated,462
491. In Search of Greatness,2018,"['Documentary', 'Sport']",1h 17m,6.9,PG-13,578
492. Black '47,2018,"['Action', 'Drama', 'History']",1h 40m,6.8,R,14K
493. Bhavesh Joshi Superhero,2018,"['Martial Arts', 'One-Person Army Action', 'Superhero', 'Action', 'Drama']",2h 34m,7.6,Not Rated,11K
494. American Dream: Detroit,2018,['Documentary'],,7.5,,22
495. A Simple Wedding,2018,"['Comedy', 'Romance']",1h 28m,5.4,TV-14,1.2K
496. Digimon Adventure tri. Part 6: Future,2018,"['Anime', 'Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",1h 38m,7.0,TV-PG,1K
497. Twiceland,2018,"['Documentary', 'Music']",1h 50m,9.3,,73
498. American Dharma,2018,"['Biography', 'Documentary']",1h 35m,7.0,R,1K
499. The Snowman Trek,2018,"['Adventure', 'Documentary']",1h 45m,5.1,TV-14,34
500. Henchmen,2018,"['Animation', 'Comedy', 'Family', 'Fantasy']",1h 29m,5.1,TV-Y7,753
1. Avengers: Endgame,2019,"['Space Sci-Fi', 'Superhero', 'Time Travel', 'Tragedy', 'Action', 'Adventure', 'Drama', 'Sci-Fi']",3h 1m,8.4,PG-13,1.3M
2. The Lion King,2019,"['Adventure Epic', 'Animal Adventure', 'Coming-of-Age', 'Computer Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",1h 58m,6.8,PG,277K
3. Star Wars: Episode IX - The Rise of Skywalker,2019,"['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2h 21m,6.4,PG-13,509K
4. Frozen II,2019,"['Computer Animation', 'Fairy Tale', 'Quest', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",1h 43m,6.8,PG,203K
5. Toy Story 4,2019,"['Computer Animation', 'Road Trip', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 40m,7.6,G,292K
6. Captain Marvel,2019,"['Quest', 'Space Sci-Fi', 'Superhero', 'Action', 'Adventure', 'Sci-Fi']",2h 3m,6.8,PG-13,627K
7. Spider-Man: Far from Home,2019,"['Superhero', 'Supernatural Fantasy', 'Teen Comedy', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",2h 9m,7.4,PG-13,582K
8. Aladdin,2019,"['Adventure Epic', 'Desert Adventure', 'Fairy Tale', 'Pop Musical', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",2h 8m,6.9,PG,298K
9. Joker,2019,"['Psychological Drama', 'Psychological Thriller', 'Tragedy', 'Crime', 'Drama', 'Thriller']",2h 2m,8.3,R,1.6M
10. Jumanji: The Next Level,2019,"['Body Swap Comedy', 'High-Concept Comedy', 'Action', 'Adventure', 'Comedy', 'Fantasy']",2h 3m,6.6,PG-13,297K
11. It Chapter Two,2019,"['Dark Fantasy', 'Monster Horror', 'Supernatural Horror', 'Drama', 'Fantasy', 'Horror']",2h 49m,6.5,R,317K
12. Us,2019,"['Dark Comedy', 'Psychological Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",1h 56m,6.8,R,358K
13. Fast & Furious Presents: Hobbs & Shaw,2019,"['Car Action', 'Dark Comedy', 'Action', 'Adventure', 'Thriller']",2h 17m,6.5,PG-13,244K
14. John Wick: Chapter 3 - Parabellum,2019,"['Gun Fu', 'One-Person Army Action', 'Action', 'Crime', 'Thriller']",2h 10m,7.4,R,443K
15. Knives Out,2019,"['Cozy Mystery', 'Satire', 'Whodunnit', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",2h 10m,7.9,PG-13,802K
16. How to Train Your Dragon: The Hidden World,2019,"['Computer Animation', 'Teen Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",1h 44m,7.4,PG,159K
17. 1917,2019,"['Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'War']",1h 59m,8.2,R,710K
18. The Secret Life of Pets 2,2019,"['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 26m,6.4,PG,72K
19. Pokémon: Detective Pikachu,2019,"['Buddy Comedy', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",1h 44m,6.5,PG,188K
20. Once Upon a Time... in Hollywood,2019,"['Period Drama', 'Showbiz Drama', 'Comedy', 'Drama']",2h 41m,7.6,R,885K
21. Shazam!,2019,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Fantasy']",2h 12m,7.0,PG-13,395K
22. Ford v Ferrari,2019,"['Docudrama', 'Motorsport', 'Period Drama', 'Action', 'Biography', 'Drama', 'Sport']",2h 32m,8.1,PG-13,507K
23. Dumbo,2019,"['Animal Adventure', 'Adventure', 'Family', 'Fantasy']",1h 52m,6.3,PG,85K
24. Maleficent: Mistress of Evil,2019,"['Dark Fantasy', 'Fairy Tale', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']",1h 59m,6.6,PG,123K
25. Glass,2019,"['Psychological Thriller', 'Superhero', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",2h 9m,6.6,PG-13,287K
26. Godzilla: King of the Monsters,2019,"['Action Epic', 'Dark Fantasy', 'Dinosaur Adventure', 'Disaster', 'Kaiju', 'Supernatural Fantasy', 'Urban Adventure', 'Action', 'Adventure', 'Fantasy']",2h 12m,6.0,PG-13,216K
27. Little Women,2019,"['Coming-of-Age', 'Costume Drama', 'Holiday Romance', 'Period Drama', 'Teen Drama', 'Teen Romance', 'Drama', 'Romance']",2h 15m,7.8,PG,260K
28. The Lego Movie 2: The Second Part,2019,"['Alien Invasion', 'Computer Animation', 'Dystopian Sci-Fi', 'Quirky Comedy', 'Space Sci-Fi', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 47m,6.5,PG,80K
29. Hustlers,2019,"['Workplace Drama', 'Comedy', 'Crime', 'Drama']",1h 50m,6.3,R,110K
30. The Addams Family,2019,"['Computer Animation', 'Dark Comedy', 'Supernatural Fantasy', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",1h 26m,5.8,PG,46K
31. Downton Abbey,2019,"['Costume Drama', 'Feel-Good Romance', 'Period Drama', 'Drama', 'Romance']",2h 2m,7.4,PG,66K
32. Rocketman,2019,"['Docudrama', 'Pop Musical', 'Rock Musical', 'Biography', 'Drama', 'Music', 'Musical']",2h 1m,7.3,R,201K
33. Alita: Battle Angel,2019,"['Cyberpunk', 'Dystopian Sci-Fi', 'Quest', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",2h 2m,7.3,PG-13,306K
34. Good Boys,2019,"['Coming-of-Age', 'Raunchy Comedy', 'Adventure', 'Comedy']",1h 30m,6.7,R,85K
35. Men in Black: International,2019,"['Alien Invasion', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']",1h 54m,5.6,PG-13,152K
36. Annabelle Comes Home,2019,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",1h 46m,5.9,R,91K
37. Yesterday,2019,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Fantasy', 'Music', 'Romance']",1h 56m,6.8,PG-13,174K
38. A Madea Family Funeral,2019,"['Comedy', 'Drama']",1h 49m,4.7,PG-13,5.2K
39. Zombieland: Double Tap,2019,"['Dark Comedy', 'Zombie Horror', 'Action', 'Comedy', 'Horror']",1h 39m,6.7,R,212K
40. Angel Has Fallen,2019,"['Conspiracy Thriller', 'One-Person Army Action', 'Action', 'Thriller']",2h 1m,6.4,R,115K
41. Scary Stories to Tell in the Dark,2019,"['Teen Horror', 'Adventure', 'Horror', 'Mystery']",1h 48m,6.2,PG-13,88K
42. Spies in Disguise,2019,"['Buddy Comedy', 'Computer Animation', 'Superhero', 'Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",1h 42m,6.8,PG,59K
43. X-Men: Dark Phoenix,2019,"['Superhero', 'Action', 'Adventure', 'Sci-Fi']",1h 53m,5.7,PG-13,215K
44. Terminator: Dark Fate,2019,"['Cyberpunk', 'Time Travel', 'Action', 'Adventure', 'Sci-Fi']",2h 8m,6.2,R,201K
45. A Beautiful Day in the Neighborhood,2019,"['Docudrama', 'Biography', 'Drama', 'Family']",1h 49m,7.2,PG,91K
46. Abominable,2019,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 37m,7.0,PG,44K
47. Dora and the Lost City of Gold,2019,"['Jungle Adventure', 'Teen Adventure', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",1h 42m,6.1,PG,36K
48. Escape Room,2019,"['Psychological Horror', 'Psychological Thriller', 'Whodunnit', 'Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1h 39m,6.4,PG-13,148K
49. Midway,2019,"['War Epic', 'Action', 'Drama', 'History', 'War']",2h 18m,6.7,PG-13,98K
50. The Curse of La Llorona,2019,"['Folk Horror', 'Horror', 'Mystery', 'Thriller']",1h 33m,5.3,R,60K
51. Pet Sematary,2019,"['Folk Horror', 'Horror', 'Mystery', 'Thriller']",1h 40m,5.7,R,101K
52. What Men Want,2019,"['Comedy', 'Fantasy', 'Romance']",1h 57m,5.4,R,33K
53. Parasite,2019,"['Dark Comedy', 'Korean Drama', 'Psychological Thriller', 'Tragedy', 'Drama', 'Thriller']",2h 12m,8.5,R,1M
54. Ad Astra,2019,"['Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2h 3m,6.5,PG-13,267K
55. Uncut Gems,2019,"['Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']",2h 15m,7.4,R,329K
56. Isn't It Romantic,2019,"['Satire', 'Comedy', 'Fantasy', 'Musical', 'Romance']",1h 29m,5.9,PG-13,75K
57. Gemini Man,2019,"['Conspiracy Thriller', 'Action', 'Sci-Fi', 'Thriller']",1h 57m,5.7,PG-13,126K
58. Ma,2019,"['Psychological Horror', 'Psychological Thriller', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",1h 39m,5.6,R,62K
59. Five Feet Apart,2019,"['Drama', 'Romance']",1h 56m,7.2,PG-13,89K
60. Wonder Park,2019,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",1h 25m,5.9,PG,13K
61. Rambo: Last Blood,2019,"['Action', 'Crime', 'Thriller']",1h 29m,6.1,R,113K
62. Playing with Fire,2019,"['Slapstick', 'Comedy', 'Family']",1h 36m,5.2,PG,17K
63. Queen & Slim,2019,"['Tragic Romance', 'Crime', 'Drama', 'Romance']",2h 12m,7.1,R,35K
64. Harriet,2019,"['Docudrama', 'Period Drama', 'Action', 'Biography', 'Drama', 'History']",2h 5m,6.7,PG-13,32K
65. A Dog's Way Home,2019,"['Adventure', 'Drama', 'Family']",1h 36m,6.7,PG,21K
66. The Angry Birds Movie 2,2019,"['Animal Adventure', 'Computer Animation', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 37m,6.4,PG,38K
67. Little,2019,"['Body Swap Comedy', 'Comedy', 'Fantasy', 'Romance']",1h 49m,5.5,PG-13,15K
68. Breakthrough,2019,"['Medical Drama', 'Biography', 'Drama']",1h 56m,6.3,PG,11K
69. Crawl,2019,"['Disaster', 'Action', 'Adventure', 'Horror', 'Thriller']",1h 27m,6.1,R,97K
70. The Gentlemen,2019,"['Caper', 'Dark Comedy', 'Drug Crime', 'Gangster', 'Action', 'Crime']",1h 53m,7.8,R,423K
71. Just Mercy,2019,"['Legal Drama', 'True Crime', 'Biography', 'Crime', 'Drama']",2h 17m,7.6,PG-13,79K
72. The Intruder,2019,"['Horror', 'Thriller']",1h 42m,5.6,PG-13,20K
73. The Hustle,2019,"['Buddy Comedy', 'Caper', 'Comedy', 'Crime']",1h 33m,5.5,PG-13,68K
74. Last Christmas,2019,"['Holiday Comedy', 'Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance']",1h 43m,6.5,PG-13,97K
75. Overcomer,2019,"['Basketball', 'Drama', 'Family', 'Sport']",1h 59m,6.7,PG,6K
76. Jojo Rabbit,2019,"['Coming-of-Age', 'Dark Comedy', 'High-Concept Comedy', 'Period Drama', 'Quirky Comedy', 'Satire', 'Comedy', 'Drama', 'War']",1h 48m,7.9,PG-13,458K
77. Cold Pursuit,2019,"['Dark Comedy', 'Drug Crime', 'Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1h 59m,6.2,R,81K
78. Bombshell,2019,"['Docudrama', 'Workplace Drama', 'Biography', 'Drama']",1h 49m,6.8,R,130K
79. Doctor Sleep,2019,"['Dark Fantasy', 'Supernatural Fantasy', 'Drama', 'Fantasy', 'Horror', 'Thriller']",2h 32m,7.3,R,228K
80. Long Shot,2019,"['Romantic Comedy', 'Comedy', 'Romance']",2h 5m,6.8,R,125K
81. Child's Play,2019,"['Cyber Thriller', 'Slasher Horror', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",1h 30m,5.7,R,58K
82. Ready or Not,2019,"['Dark Comedy', 'Splatter Horror', 'Action', 'Comedy', 'Horror', 'Mystery', 'Thriller']",1h 35m,6.8,R,206K
83. 21 Bridges,2019,"['Conspiracy Thriller', 'Cop Drama', 'One-Person Army Action', 'Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",1h 39m,6.6,R,77K
84. Happy Death Day 2U,2019,"['Slasher Horror', 'Teen Horror', 'Comedy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1h 40m,6.2,PG-13,89K
85. Midsommar,2019,"['Dark Comedy', 'Folk Horror', 'Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Mystery', 'Thriller']",2h 28m,7.1,R,434K
86. Cats,2019,"['Pop Musical', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",1h 50m,2.8,PG,57K
87. The Art of Racing in the Rain,2019,"['Comedy', 'Drama', 'Romance', 'Sport']",1h 49m,7.6,PG,41K
88. Countdown,2019,"['Cyber Thriller', 'Teen Horror', 'Horror', 'Thriller']",1h 30m,5.4,PG-13,48K
89. Judy,2019,"['Docudrama', 'Period Drama', 'Biography', 'Drama', 'Music', 'Romance']",1h 58m,6.8,PG-13,56K
90. Fighting with My Family,2019,"['Docudrama', 'Biography', 'Comedy', 'Drama', 'Sport']",1h 48m,7.0,PG-13,90K
91. A Dog's Journey,2019,"['Animal Adventure', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",1h 49m,7.4,PG,30K
92. Booksmart,2019,"['Buddy Comedy', 'Coming-of-Age', 'Teen Comedy', 'Comedy']",1h 42m,7.1,R,135K
93. Stuber,2019,"['Buddy Cop', 'Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",1h 33m,6.2,R,53K
94. Richard Jewell,2019,"['Docudrama', 'True Crime', 'Biography', 'Crime', 'Drama']",2h 11m,7.5,R,101K
95. 47 Meters Down: Uncaged,2019,"['Teen Horror', 'Adventure', 'Drama', 'Horror', 'Thriller']",1h 30m,5.0,PG-13,32K
96. Black and Blue,2019,"['Conspiracy Thriller', 'Action', 'Thriller']",1h 48m,6.4,R,28K
97. Hellboy,2019,"['Dark Fantasy', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",2h,5.3,R,103K
98. Shaft,2019,"['Buddy Cop', 'Dark Comedy', 'Action', 'Comedy', 'Crime', 'Mystery']",1h 51m,6.4,R,60K
99. The Grudge,2019,"['Supernatural Horror', 'Fantasy', 'Horror']",1h 34m,4.4,R,31K
100. The Peanut Butter Falcon,2019,"['Coming-of-Age', 'Quest', 'Quirky Comedy', 'Adventure', 'Comedy', 'Drama']",1h 37m,7.6,PG-13,111K
101. UglyDolls,2019,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",1h 27m,5.1,PG,8.1K
102. Unplanned,2019,"['Workplace Drama', 'Biography', 'Drama']",1h 49m,5.5,R,15K
103. Charlie's Angels,2019,"['Action', 'Adventure', 'Comedy']",1h 58m,5.0,PG-13,82K
104. The Farewell,2019,"['Comedy', 'Drama']",1h 40m,7.5,PG,73K
105. Brightburn,2019,"['Drama', 'Horror', 'Mystery', 'Sci-Fi']",1h 30m,6.1,R,111K
106. The Good Liar,2019,"['Caper', 'Crime', 'Drama', 'Mystery', 'Thriller']",1h 49m,6.7,R,50K
107. The Kid Who Would Be King,2019,"['Adventure Epic', 'Quest', 'Supernatural Fantasy', 'Sword & Sorcery', 'Teen Fantasy', 'Urban Adventure', 'Action', 'Adventure', 'Family', 'Fantasy']",2h,6.1,PG,19K
108. Missing Link,2019,"['Buddy Comedy', 'Stop Motion Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 33m,6.7,PG,29K
109. Late Night,2019,"['Comedy', 'Drama']",1h 42m,6.5,R,42K
110. Miss Bala,2019,"['Drug Crime', 'Action', 'Crime', 'Drama', 'Thriller']",1h 44m,5.8,PG-13,13K
111. The Prodigy,2019,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",1h 32m,5.9,R,30K
112. Poms,2019,"['Comedy', 'Drama', 'Sport']",1h 30m,6.1,PG-13,7.9K
113. My Hero Academia: Heroes Rising,2019,"['Anime', 'Superhero', 'Action', 'Adventure', 'Animation', 'Sci-Fi']",1h 44m,7.8,PG-13,11K
114. The Kitchen,2019,"['Gangster', 'Action', 'Crime', 'Drama']",1h 42m,5.6,R,23K
115. After,2019,"['Steamy Romance', 'Teen Drama', 'Teen Romance', 'Drama', 'Romance']",1h 45m,5.3,PG-13,70K
116. Blinded by the Light,2019,"['Coming-of-Age', 'Comedy', 'Drama', 'Music']",1h 58m,6.9,PG-13,28K
117. Dark Waters,2019,"['Docudrama', 'Legal Drama', 'Biography', 'Drama', 'History', 'Mystery']",2h 6m,7.6,PG-13,113K
118. The Lighthouse,2019,"['Period Drama', 'Psychological Horror', 'Suspense Mystery', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",1h 49m,7.4,R,272K
119. Black Christmas,2019,"['Conspiracy Thriller', 'Slasher Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",1h 32m,3.5,PG-13,20K
120. The Best of Enemies,2019,"['Biography', 'Drama', 'History']",2h 13m,7.3,PG-13,20K
121. Motherless Brooklyn,2019,"['Cop Drama', 'Period Drama', 'Crime', 'Drama', 'Mystery']",2h 24m,6.8,R,64K
122. No Manches Frida 2,2019,['Comedy'],1h 42m,4.3,R,1.3K
"123. Where'd You Go, Bernadette",2019,"['Comedy', 'Crime', 'Drama', 'Mystery']",1h 49m,6.5,PG-13,26K
124. Apollo 11,2019,"['History Documentary', 'Documentary', 'History']",1h 33m,8.1,G,28K
125. Serenity,2019,"['Drama', 'Mystery', 'Thriller']",1h 46m,5.4,R,47K
126. Weathering with You,2019,"['Adult Animation', 'Anime', 'Shōjo', 'Teen Romance', 'Animation', 'Drama', 'Fantasy', 'Romance']",1h 52m,7.5,PG-13,60K
127. Anna,2019,"['Action', 'Thriller']",1h 58m,6.7,R,101K
128. Penguins,2019,"['Documentary', 'Family']",1h 16m,7.1,G,1.9K
129. Brittany Runs a Marathon,2019,"['Comedy', 'Drama']",1h 44m,6.8,R,23K
130. The Dead Don't Die,2019,"['Dark Comedy', 'Satire', 'Zombie Horror', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi']",1h 44m,5.5,R,93K
131. Jexi,2019,"['Comedy', 'Romance', 'Sci-Fi']",1h 24m,6.1,R,32K
132. The Wandering Earth,2019,"['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",2h 5m,5.9,TV-MA,37K
133. Captive State,2019,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1h 49m,6.0,PG-13,59K
134. Arctic Dogs,2019,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 32m,4.8,PG,2.3K
135. Gully Boy,2019,"['Drama', 'Music', 'Romance']",2h 34m,7.9,Not Rated,45K
136. The Goldfinch,2019,"['Crime', 'Drama', 'Mystery']",2h 29m,6.4,R,28K
137. Don't Let Go,2019,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1h 43m,6.4,R,14K
138. The Mustang,2019,"['Prison Drama', 'Psychological Drama', 'Drama']",1h 36m,6.8,R,15K
139. The Sun Is Also a Star,2019,"['Drama', 'Music', 'Romance']",1h 40m,5.9,PG-13,8.4K
140. Bring the Soul: The Movie,2019,"['Documentary', 'Music']",1h 43m,8.4,Not Rated,3.1K
141. Compulsive Liar,2019,['Comedy'],1h 51m,6.5,,1.1K
142. War,2019,"['Action Epic', 'Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']",2h 31m,6.5,,35K
143. Pavarotti,2019,"['Biography', 'Documentary', 'Music']",1h 54m,7.5,PG-13,4K
144. Jay and Silent Bob Reboot,2019,"['Buddy Comedy', 'Action', 'Adventure', 'Comedy']",1h 45m,5.6,R,29K
145. Pain and Glory,2019,['Drama'],1h 53m,7.5,R,65K
146. Tolkien,2019,"['Biography', 'Drama', 'Romance', 'War']",1h 52m,6.8,PG-13,48K
147. The Last Black Man in San Francisco,2019,['Drama'],2h 1m,7.3,R,22K
148. Linda Ronstadt: The Sound of My Voice,2019,"['Music Documentary', 'Biography', 'Documentary', 'Music']",1h 35m,8.0,PG-13,2.6K
149. Uri: The Surgical Strike,2019,"['Action Epic', 'Action', 'Drama', 'History', 'War']",2h 18m,8.2,,75K
150. Infidel,2019,"['Action', 'Thriller']",1h 48m,5.6,R,4K
151. Ip Man 4: The Finale,2019,"['Kung Fu', 'Martial Arts', 'Action', 'Biography', 'Drama', 'History']",1h 47m,7.0,Not Rated,38K
